transaction_id,user_id,amount,currency,country,merchant_type,device_risk_score,timestamp,transaction_type,description,recipient_account,sender_account
TXN-1198,user_192,5918.89,SGD,USA,travel,0.32,2024-01-05 15:25:41,withdrawal,Transaction 198,ACC3653412874,ACC2168719759
TXN-1199,user_102,3786.26,USD,India,utilities,0.47,2024-01-05 14:59:22,withdrawal,Transaction 199,ACC5192206731,ACC4348800023
TXN-1200,user_132,172.48,AED,India,automobile,0.34,2024-01-06 16:52:07,deposit,Transaction 200,ACC8716266387,ACC3485594591
TXN-1201,user_012,1218.77,USD,India,real_estate,0.31,2024-01-06 13:50:51,payment,Transaction 201,ACC2112884498,ACC4393466747
TXN-1202,user_138,8047.02,GBP,India,investment,0.27,2024-01-06 15:36:39,deposit,Transaction 202,ACC8494164197,ACC9236512149
TXN-1203,user_148,158355.94,USD,UAE,crypto_exchange,0.51,2024-01-06 18:32:42,withdrawal,Transaction 203,ACC5601180084,ACC4955951271
TXN-1204,user_004,97314.6,SGD,India,jewelry,0.5,2024-01-06 13:46:17,deposit,Transaction 204,ACC7244675081,ACC7172168815
TXN-1205,user_042,312.32,GBP,India,business,0.14,2024-01-06 13:08:22,transfer,Transaction 205,ACC1455464052,ACC3389613123
TXN-1206,user_155,93884.65,SGD,India,education,0.22,2024-01-06 12:59:59,deposit,Transaction 206,ACC1399296262,ACC8487345131
TXN-1207,user_052,288503.2,AED,India,retail,0.4,2024-01-06 13:40:40,deposit,Transaction 207,ACC6957346299,ACC2385494748
TXN-1208,user_018,422.83,GBP,USA,online,0.36,2024-01-06 17:02:47,payment,Transaction 208,ACC8303679730,ACC3018483830
TXN-1209,user_118,752.7,AED,India,healthcare,0.38,2024-01-06 17:32:08,transfer,Transaction 209,ACC9167986745,ACC8241544066
TXN-1210,user_054,209.83,INR,UAE,utilities,0.13,2024-01-06 11:55:25,payment,Transaction 210,ACC9868125196,ACC5423578344
TXN-1211,user_018,753.7,GBP,India,investment,0.31,2024-01-06 10:56:00,transfer,Transaction 211,ACC5352359215,ACC2942847979
TXN-1212,user_145,1777.87,INR,UK,real_estate,0.79,2024-01-06 11:42:26,transfer,Transaction 212,ACC7274934429,ACC9579264055
TXN-1213,user_018,5563.56,EUR,UK,investment,0.62,2024-01-06 14:03:22,deposit,Transaction 213,ACC2188895618,ACC7929519348
TXN-1214,user_153,596.01,AED,UAE,restaurant,0.14,2024-01-06 10:01:31,payment,Transaction 214,ACC9764070195,ACC1457627934
TXN-1215,user_091,6279.22,GBP,India,automobile,0.14,2024-01-06 16:26:40,payment,Transaction 215,ACC1002695815,ACC2912541231
TXN-1216,user_028,38547.2,SGD,USA,investment,0.23,2024-01-06 15:13:00,transfer,Transaction 216,ACC9617728451,ACC9655125574
TXN-1217,user_169,4923.86,EUR,UK,restaurant,0.36,2024-01-06 17:38:10,transfer,Transaction 217,ACC8408837567,ACC3518407324
TXN-1218,user_061,1380392.61,USD,India,real_estate,0.25,2024-01-06 09:29:46,withdrawal,Transaction 218,ACC6375637963,ACC3050947838
TXN-1219,user_013,3575.39,GBP,India,healthcare,0.87,2024-01-06 11:04:54,transfer,Transaction 219,ACC6241586546,ACC8431746804
TXN-1220,user_041,190.57,INR,India,restaurant,0.29,2024-01-06 17:22:36,withdrawal,Transaction 220,ACC4830924036,ACC6728418806
TXN-1221,user_038,3620.23,GBP,India,healthcare,0.1,2024-01-06 14:06:45,withdrawal,Transaction 221,ACC5537761875,ACC9073508018
TXN-1222,user_031,671.53,GBP,India,crypto_exchange,0.25,2024-01-06 09:37:14,transfer,Transaction 222,ACC1944306500,ACC9754416518
TXN-1223,user_032,8520.59,USD,India,jewelry,0.78,2024-01-06 11:49:36,payment,Transaction 223,ACC6529922585,ACC7233724470
TXN-1224,user_103,516.57,AED,UAE,education,0.42,2024-01-06 18:41:43,deposit,Transaction 224,ACC3089871332,ACC2217470839
TXN-1225,user_001,490.04,SGD,India,entertainment,0.1,2024-01-06 15:40:35,transfer,Transaction 225,ACC7362332377,ACC9991566652
TXN-1226,user_153,550235.32,SGD,India,grocery,0.87,2024-01-06 09:53:05,payment,Transaction 226,ACC5436351973,ACC8484651458
TXN-1227,user_029,27917.42,AED,India,jewelry,0.34,2024-01-06 11:52:00,withdrawal,Transaction 227,ACC7139798554,ACC9063431747
TXN-1228,user_056,9351.4,USD,India,real_estate,0.34,2024-01-06 11:10:46,withdrawal,Transaction 228,ACC3127348221,ACC4103692834
TXN-1229,user_088,76074.88,INR,India,entertainment,0.3,2024-01-06 11:27:32,transfer,Transaction 229,ACC3818748223,ACC9771250176
TXN-1230,user_024,9205.92,AED,India,online,1.0,2024-01-06 14:56:56,deposit,Transaction 230,ACC5308896560,ACC7819306782
TXN-1231,user_124,642.51,AED,India,restaurant,0.84,2024-01-06 11:14:52,payment,Transaction 231,ACC9347742987,ACC3983151449
TXN-1232,user_003,139169.94,USD,India,online,0.36,2024-01-06 15:51:25,payment,Transaction 232,ACC2352810987,ACC8115242955
TXN-1233,user_075,471412.54,GBP,Canada,utilities,0.21,2024-01-06 14:29:20,payment,Transaction 233,ACC8215223568,ACC9166982614
TXN-1234,user_038,4108.74,INR,India,real_estate,1.1,2024-01-06 18:18:37,transfer,Transaction 234,ACC8245033432,ACC7816549762
TXN-1235,user_063,541.42,GBP,India,entertainment,0.42,2024-01-06 16:02:07,withdrawal,Transaction 235,ACC9011394992,ACC4086495284
TXN-1236,user_121,40802.98,INR,India,grocery,0.32,2024-01-06 10:00:18,withdrawal,Transaction 236,ACC2044180715,ACC5436384883
TXN-1237,user_070,931.96,USD,India,education,0.46,2024-01-06 09:14:08,transfer,Transaction 237,ACC4991612387,ACC3035342920
TXN-1238,user_032,355.04,SGD,India,online,0.32,2024-01-06 09:08:57,deposit,Transaction 238,ACC9585418202,ACC5866289116
TXN-1239,user_172,83475.77,GBP,India,online,0.48,2024-01-06 10:58:41,deposit,Transaction 239,ACC2750269183,ACC7504445831
TXN-1240,user_021,685.93,SGD,Canada,education,0.4,2024-01-07 14:00:47,withdrawal,Transaction 240,ACC1875200206,ACC8873708357
TXN-1241,user_015,1829.78,INR,USA,healthcare,0.41,2024-01-07 13:10:59,payment,Transaction 241,ACC5762892993,ACC8284637518
TXN-1242,user_151,8862.33,EUR,UK,automobile,0.54,2024-01-07 09:59:46,withdrawal,Transaction 242,ACC3138028798,ACC9713887053
TXN-1243,user_021,8932.54,SGD,USA,crypto_exchange,0.5,2024-01-07 18:57:28,deposit,Transaction 243,ACC6470751388,ACC5224051365
TXN-1244,user_023,1896655.82,INR,India,jewelry,0.18,2024-01-07 16:10:23,withdrawal,Transaction 244,ACC5587646996,ACC8162502136
TXN-1245,user_180,343.18,AED,India,education,0.3,2024-01-07 17:29:17,transfer,Transaction 245,ACC3930978498,ACC8443605729
TXN-1246,user_164,3860.07,SGD,India,entertainment,1.07,2024-01-07 13:08:21,payment,Transaction 246,ACC9437016216,ACC7434606165
TXN-1247,user_170,8496.8,USD,UK,investment,0.23,2024-01-07 09:22:26,transfer,Transaction 247,ACC7065525614,ACC3255373941
TXN-1248,user_042,375419.04,SGD,India,retail,0.12,2024-01-07 11:18:16,deposit,Transaction 248,ACC6672011140,ACC7105086633
TXN-1249,user_084,69085.25,INR,Singapore,automobile,0.11,2024-01-07 12:45:26,withdrawal,Transaction 249,ACC8712409414,ACC1616465211
TXN-1250,user_063,5905.51,USD,USA,crypto_exchange,0.59,2024-01-07 09:10:01,withdrawal,Transaction 250,ACC3316478971,ACC3996642230
TXN-1251,user_139,522.73,AED,UK,grocery,0.37,2024-01-07 11:07:16,withdrawal,Transaction 251,ACC9643332747,ACC5359424049
TXN-1252,user_033,53563.14,INR,India,retail,0.34,2024-01-07 11:57:15,payment,Transaction 252,ACC3711289700,ACC5658948520
TXN-1253,user_123,356.85,INR,India,online,0.71,2024-01-07 11:12:53,deposit,Transaction 253,ACC8052426666,ACC2438073686
TXN-1254,user_137,5932.93,SGD,USA,crypto_exchange,0.54,2024-01-07 10:12:50,payment,Transaction 254,ACC1187766602,ACC8833707275
TXN-1255,user_160,4473.79,AED,India,restaurant,0.33,2024-01-07 18:49:27,transfer,Transaction 255,ACC4923492057,ACC5015619152
TXN-1256,user_137,1500.87,SGD,India,real_estate,1.1,2024-01-07 15:56:05,withdrawal,Transaction 256,ACC8424943185,ACC7524312884
TXN-1257,user_124,252.62,SGD,India,travel,0.89,2024-01-07 09:49:57,deposit,Transaction 257,ACC4878649471,ACC3312397975
TXN-1258,user_077,608.59,GBP,India,real_estate,0.1,2024-01-07 14:39:49,payment,Transaction 258,ACC8251719242,ACC7175229859
TXN-1259,user_088,48140.45,USD,India,utilities,0.17,2024-01-07 16:38:53,withdrawal,Transaction 259,ACC3330717801,ACC1551308751
TXN-1260,user_152,444657.5,EUR,India,healthcare,0.25,2024-01-07 11:46:01,transfer,Transaction 260,ACC3960779661,ACC1959628203
TXN-1261,user_125,538.63,USD,UK,online,0.22,2024-01-07 13:56:22,withdrawal,Transaction 261,ACC7770459996,ACC8698257947
TXN-1262,user_003,22101.29,SGD,Singapore,automobile,0.43,2024-01-07 11:23:58,deposit,Transaction 262,ACC6507776490,ACC3455736301
TXN-1263,user_081,441.19,AED,India,entertainment,0.31,2024-01-07 18:13:38,withdrawal,Transaction 263,ACC4742162760,ACC5767378943
TXN-1264,user_101,39150.33,INR,India,grocery,0.11,2024-01-07 11:24:31,deposit,Transaction 264,ACC4626732102,ACC3200844441
TXN-1265,user_112,429683.4,USD,India,healthcare,0.46,2024-01-07 16:46:16,withdrawal,Transaction 265,ACC9447234670,ACC6664069793
TXN-1266,user_111,455.16,INR,USA,business,0.15,2024-01-07 15:33:10,withdrawal,Transaction 266,ACC1162653114,ACC6613515702
TXN-1267,user_170,10964.67,SGD,USA,jewelry,0.13,2024-01-07 15:02:02,payment,Transaction 267,ACC2481234603,ACC9117569831
TXN-1268,user_112,834.72,SGD,UAE,travel,0.46,2024-01-07 13:55:20,payment,Transaction 268,ACC3239125423,ACC7880730965
TXN-1269,user_083,1315.45,GBP,UAE,business,0.21,2024-01-07 18:04:26,payment,Transaction 269,ACC9446644799,ACC9092198059
TXN-1270,user_072,305.67,USD,UK,crypto_exchange,0.13,2024-01-07 18:24:06,deposit,Transaction 270,ACC8682258424,ACC5921656842
TXN-1271,user_159,6916.05,GBP,UAE,crypto_exchange,0.26,2024-01-07 18:45:17,withdrawal,Transaction 271,ACC6035893219,ACC3093402635
TXN-1272,user_037,9502.67,SGD,India,automobile,0.2,2024-01-07 12:46:52,transfer,Transaction 272,ACC8696861688,ACC9180194293
TXN-1273,user_075,1959.17,GBP,UAE,restaurant,0.37,2024-01-07 09:12:49,deposit,Transaction 273,ACC8892461513,ACC7612174405
TXN-1274,user_086,125557.71,INR,India,real_estate,0.49,2024-01-07 10:12:35,withdrawal,Transaction 274,ACC6501937432,ACC9590006035
TXN-1275,user_192,8364.5,AED,UAE,crypto_exchange,0.24,2024-01-07 16:26:11,withdrawal,Transaction 275,ACC4873995729,ACC4871493898
TXN-1276,user_047,926.24,INR,India,utilities,0.13,2024-01-07 15:04:27,payment,Transaction 276,ACC3412382773,ACC4690783823
TXN-1277,user_040,445.13,EUR,USA,jewelry,0.38,2024-01-07 09:29:49,withdrawal,Transaction 277,ACC9015596058,ACC9936155923
TXN-1278,user_157,558.51,AED,India,crypto_exchange,0.27,2024-01-07 10:49:26,payment,Transaction 278,ACC5248905893,ACC4845970396
TXN-1279,user_200,872.94,EUR,UAE,travel,0.13,2024-01-07 10:57:26,payment,Transaction 279,ACC6716713600,ACC9395896761
TXN-1280,user_004,664.02,SGD,India,jewelry,0.36,2024-01-08 16:25:42,payment,Transaction 280,ACC4538520086,ACC6185148259
TXN-1281,user_100,343.18,USD,India,investment,0.16,2024-01-08 10:57:03,withdrawal,Transaction 281,ACC4270457497,ACC5923576818
TXN-1282,user_096,4623.2,INR,India,investment,0.15,2024-01-08 16:41:04,transfer,Transaction 282,ACC5331334705,ACC7460250592
TXN-1283,user_114,95277.53,USD,India,real_estate,0.17,2024-01-08 18:25:14,transfer,Transaction 283,ACC2829673396,ACC7788206014
TXN-1284,user_081,139.85,EUR,India,real_estate,0.43,2024-01-08 10:08:36,transfer,Transaction 284,ACC2019266140,ACC4452518893
TXN-1285,user_069,9814.71,EUR,India,retail,0.26,2024-01-08 13:58:33,transfer,Transaction 285,ACC6532855461,ACC5776539242
TXN-1286,user_004,8703.99,SGD,India,retail,0.34,2024-01-08 14:29:29,transfer,Transaction 286,ACC5587615987,ACC8202209751
TXN-1287,user_172,315401.34,INR,India,crypto_exchange,0.39,2024-01-08 13:53:08,transfer,Transaction 287,ACC9109536757,ACC4005077051
TXN-1288,user_027,930.03,EUR,India,healthcare,0.28,2024-01-08 14:47:10,payment,Transaction 288,ACC8903193757,ACC8285536347
TXN-1289,user_024,408.51,INR,India,grocery,0.3,2024-01-08 15:28:27,payment,Transaction 289,ACC4122372791,ACC4677283052
TXN-1290,user_096,407685.56,SGD,UAE,education,0.13,2024-01-08 12:41:10,payment,Transaction 290,ACC3828396815,ACC3396935836
TXN-1291,user_080,8437.93,AED,UK,jewelry,0.36,2024-01-08 12:00:21,withdrawal,Transaction 291,ACC6075987951,ACC4264185356
TXN-1292,user_101,9463.35,GBP,UK,investment,0.23,2024-01-08 11:18:15,payment,Transaction 292,ACC2968833646,ACC2140047502
TXN-1293,user_170,120871.99,INR,UK,crypto_exchange,0.35,2024-01-08 17:49:53,deposit,Transaction 293,ACC5916580468,ACC2464055996
TXN-1294,user_036,868.03,INR,UK,utilities,0.23,2024-01-08 12:58:14,payment,Transaction 294,ACC8555892000,ACC3613874016
TXN-1295,user_188,127745.26,AED,India,restaurant,0.16,2024-01-08 11:55:05,deposit,Transaction 295,ACC2177004192,ACC9258566660
TXN-1296,user_013,67928.29,INR,UAE,education,0.1,2024-01-08 18:03:06,deposit,Transaction 296,ACC5181076217,ACC8918019741
TXN-1297,user_042,3763.25,SGD,UK,restaurant,0.2,2024-01-08 15:07:33,payment,Transaction 297,ACC7594166583,ACC1733970673
TXN-1298,user_156,257.15,GBP,UK,healthcare,0.2,2024-01-08 09:32:20,deposit,Transaction 298,ACC2793304177,ACC1991397932
TXN-1299,user_048,1616.72,AED,India,investment,0.3,2024-01-08 14:32:37,withdrawal,Transaction 299,ACC5492983635,ACC2119471143
TXN-1300,user_169,108165.14,AED,India,crypto_exchange,0.17,2024-01-08 09:49:52,payment,Transaction 300,ACC6916231363,ACC8456920323
TXN-1301,user_119,754.0,EUR,India,automobile,0.39,2024-01-08 12:15:48,payment,Transaction 301,ACC2755192972,ACC5743104179
TXN-1302,user_166,104855.97,INR,India,business,0.56,2024-01-08 11:55:01,transfer,Transaction 302,ACC2033664860,ACC1575723424
TXN-1303,user_049,5670.43,EUR,India,retail,0.27,2024-01-08 09:33:32,payment,Transaction 303,ACC9693011345,ACC5752360539
TXN-1304,user_103,439249.8,AED,India,online,0.73,2024-01-08 10:11:43,transfer,Transaction 304,ACC1898187876,ACC1076297049
TXN-1305,user_032,83013.48,SGD,USA,real_estate,0.37,2024-01-08 13:45:30,deposit,Transaction 305,ACC7208181356,ACC6309277684
TXN-1306,user_106,68876.56,INR,UK,crypto_exchange,0.24,2024-01-08 14:29:01,withdrawal,Transaction 306,ACC6976824279,ACC4849518991
TXN-1307,user_177,3145.47,GBP,UK,education,0.56,2024-01-08 13:36:54,deposit,Transaction 307,ACC8068087600,ACC5072287273
TXN-1308,user_160,5835.74,AED,UK,restaurant,0.34,2024-01-08 17:18:11,transfer,Transaction 308,ACC9492605131,ACC9125271500
TXN-1309,user_198,4627.46,USD,India,crypto_exchange,0.51,2024-01-08 15:57:54,payment,Transaction 309,ACC2549188253,ACC2591728114
TXN-1310,user_039,1796675.81,AED,India,crypto_exchange,0.33,2024-01-08 12:32:16,payment,Transaction 310,ACC4086011648,ACC9606475824
TXN-1311,user_104,61412.7,AED,UK,business,0.22,2024-01-08 14:39:32,payment,Transaction 311,ACC7877395787,ACC9229576025
TXN-1312,user_055,5000.8,EUR,India,automobile,0.12,2024-01-08 11:45:30,payment,Transaction 312,ACC5542060029,ACC8697362965
TXN-1313,user_071,39974.19,GBP,UK,online,0.39,2024-01-08 13:27:11,deposit,Transaction 313,ACC6054911891,ACC5424682237
TXN-1314,user_020,8857.22,EUR,USA,crypto_exchange,0.46,2024-01-08 09:40:25,payment,Transaction 314,ACC7732931321,ACC9805938162
TXN-1315,user_107,998.55,AED,India,automobile,0.12,2024-01-08 12:12:47,transfer,Transaction 315,ACC4873865455,ACC1730739033
TXN-1316,user_100,45751.42,EUR,India,retail,0.32,2024-01-08 13:49:22,payment,Transaction 316,ACC1971077347,ACC8316820698
TXN-1317,user_125,57543.56,SGD,USA,education,0.48,2024-01-08 14:39:12,transfer,Transaction 317,ACC9071917047,ACC5590083733
TXN-1318,user_118,999.11,USD,India,automobile,0.58,2024-01-08 18:47:37,withdrawal,Transaction 318,ACC5059845330,ACC2871134162
TXN-1319,user_080,2521.45,SGD,UK,crypto_exchange,0.44,2024-01-08 17:12:40,transfer,Transaction 319,ACC4072370537,ACC8036141822
TXN-1320,user_149,318.08,INR,USA,education,1.01,2024-01-09 14:00:44,withdrawal,Transaction 320,ACC5907377867,ACC5596217029
TXN-1321,user_081,473.24,EUR,Singapore,utilities,0.2,2024-01-09 10:54:43,withdrawal,Transaction 321,ACC9682320194,ACC4531126572
TXN-1322,user_176,7256.02,AED,UK,investment,0.16,2024-01-09 10:07:31,withdrawal,Transaction 322,ACC4431583420,ACC9969575648
TXN-1323,user_125,17118.58,USD,India,education,0.18,2024-01-09 17:13:54,transfer,Transaction 323,ACC2925985643,ACC1021046579
TXN-1324,user_025,7732.5,SGD,India,investment,0.36,2024-01-09 13:22:21,withdrawal,Transaction 324,ACC8714862215,ACC4260026512
TXN-1325,user_182,6405.08,EUR,UAE,online,0.12,2024-01-09 14:37:08,payment,Transaction 325,ACC5324908849,ACC7444225978
TXN-1326,user_125,2417.78,GBP,India,entertainment,0.14,2024-01-09 13:29:33,transfer,Transaction 326,ACC4583841944,ACC1474377495
TXN-1327,user_044,739.13,USD,India,entertainment,0.29,2024-01-09 09:17:24,payment,Transaction 327,ACC1269639211,ACC9579389351
TXN-1328,user_188,77706.98,EUR,USA,crypto_exchange,0.2,2024-01-09 16:05:45,withdrawal,Transaction 328,ACC7646930749,ACC6049172085
TXN-1329,user_179,2832.7,INR,UK,crypto_exchange,0.39,2024-01-09 15:57:48,payment,Transaction 329,ACC8909259559,ACC4582857104
TXN-1330,user_074,35453.11,SGD,India,entertainment,0.37,2024-01-09 10:33:50,deposit,Transaction 330,ACC9562385754,ACC7191149237
TXN-1331,user_199,59821.71,INR,India,online,0.11,2024-01-09 09:18:32,withdrawal,Transaction 331,ACC9514459635,ACC5958510453
TXN-1332,user_182,958.13,EUR,India,grocery,0.2,2024-01-09 16:36:38,withdrawal,Transaction 332,ACC9398848694,ACC3024218137
TXN-1333,user_083,9031.95,USD,Singapore,automobile,0.12,2024-01-09 17:57:34,deposit,Transaction 333,ACC9549413952,ACC1805698032
TXN-1334,user_109,71904.63,EUR,India,crypto_exchange,0.38,2024-01-09 14:17:49,deposit,Transaction 334,ACC9588485999,ACC1954268154
TXN-1335,user_184,936.0,GBP,India,online,0.2,2024-01-09 10:22:17,withdrawal,Transaction 335,ACC7901773464,ACC8119823265
TXN-1336,user_157,2359.65,GBP,Germany,business,0.31,2024-01-09 16:47:59,withdrawal,Transaction 336,ACC6666410949,ACC2766745104
TXN-1337,user_132,622.85,AED,USA,education,0.32,2024-01-09 10:01:40,payment,Transaction 337,ACC5879637285,ACC3265092624
TXN-1338,user_034,250005.29,AED,UK,crypto_exchange,0.25,2024-01-09 12:22:17,deposit,Transaction 338,ACC5565343871,ACC8017647380
TXN-1339,user_056,193543.19,AED,India,investment,0.26,2024-01-09 10:24:48,transfer,Transaction 339,ACC3132340496,ACC1692654045
TXN-1340,user_093,5727.65,AED,India,automobile,0.65,2024-01-09 17:09:54,payment,Transaction 340,ACC2144235402,ACC8396553014
TXN-1341,user_147,46312.43,GBP,USA,retail,0.22,2024-01-09 15:51:58,transfer,Transaction 341,ACC7660355489,ACC2764889189
TXN-1342,user_179,572912.6,AED,India,online,0.3,2024-01-09 11:44:41,transfer,Transaction 342,ACC9542470240,ACC4194053919
TXN-1343,user_194,30338.91,GBP,UAE,retail,0.43,2024-01-09 10:22:32,deposit,Transaction 343,ACC7876134996,ACC7511811848
TXN-1344,user_117,9566.92,EUR,India,entertainment,0.84,2024-01-09 17:07:36,withdrawal,Transaction 344,ACC3004022819,ACC8636969840
TXN-1345,user_085,1215.12,SGD,India,business,0.39,2024-01-09 10:25:25,transfer,Transaction 345,ACC7896967244,ACC2243304467
TXN-1346,user_170,4494.04,INR,India,online,0.12,2024-01-09 15:32:31,payment,Transaction 346,ACC3667329698,ACC2725451467
TXN-1347,user_032,1714.06,INR,India,utilities,0.56,2024-01-09 17:20:03,deposit,Transaction 347,ACC9168889631,ACC9789701229
TXN-1348,user_157,525.87,USD,UK,investment,0.28,2024-01-09 12:54:02,deposit,Transaction 348,ACC6530885427,ACC2483773978
TXN-1349,user_048,2966.3,AED,Singapore,online,0.15,2024-01-09 14:32:31,payment,Transaction 349,ACC8592765000,ACC2596513212
TXN-1350,user_115,8956.85,SGD,UK,jewelry,0.34,2024-01-09 11:07:23,transfer,Transaction 350,ACC3220490691,ACC9732228448
TXN-1351,user_055,847588.77,EUR,India,business,0.18,2024-01-09 18:14:46,payment,Transaction 351,ACC1049821290,ACC8617436279
TXN-1352,user_081,994.95,EUR,India,grocery,0.24,2024-01-09 15:42:34,withdrawal,Transaction 352,ACC7465634531,ACC1375538610
TXN-1353,user_007,83475.58,AED,USA,travel,0.8,2024-01-09 14:55:43,transfer,Transaction 353,ACC1925582356,ACC1509128696
TXN-1354,user_147,27512.25,AED,India,utilities,0.17,2024-01-09 16:44:03,transfer,Transaction 354,ACC2414254927,ACC2158468943
TXN-1355,user_073,329143.2,GBP,India,crypto_exchange,0.2,2024-01-09 15:56:22,withdrawal,Transaction 355,ACC9188096088,ACC6511720329
TXN-1356,user_035,1693569.26,INR,USA,real_estate,0.11,2024-01-09 09:48:15,deposit,Transaction 356,ACC8488148454,ACC2036436974
TXN-1357,user_075,772.86,EUR,India,crypto_exchange,0.54,2024-01-09 13:22:39,deposit,Transaction 357,ACC3542431495,ACC4267256660
TXN-1358,user_056,52657.08,USD,Canada,crypto_exchange,0.15,2024-01-09 10:09:13,payment,Transaction 358,ACC5396118513,ACC5984514548
TXN-1359,user_055,971055.37,EUR,USA,business,0.26,2024-01-09 15:37:44,payment,Transaction 359,ACC3307798860,ACC4865420126
TXN-1360,user_027,72182.22,SGD,India,online,0.46,2024-01-10 14:49:17,withdrawal,Transaction 360,ACC4448727856,ACC5583766378
TXN-1361,user_029,57883.23,SGD,UK,online,0.38,2024-01-10 16:49:21,payment,Transaction 361,ACC8565790672,ACC8943592030
TXN-1362,user_017,96007.04,AED,India,jewelry,0.32,2024-01-10 10:39:28,transfer,Transaction 362,ACC2027600059,ACC8103412014
TXN-1363,user_177,5878.37,USD,USA,healthcare,0.34,2024-01-10 10:48:21,deposit,Transaction 363,ACC4918187659,ACC6181389057
TXN-1364,user_060,5111.8,INR,India,restaurant,0.3,2024-01-10 10:42:57,transfer,Transaction 364,ACC6102823749,ACC8129849166
TXN-1365,user_115,6606.09,INR,India,travel,0.39,2024-01-10 13:25:09,payment,Transaction 365,ACC3936245836,ACC3808461778
TXN-1366,user_028,6033.89,USD,India,investment,0.36,2024-01-10 09:15:52,payment,Transaction 366,ACC9396004225,ACC9235250724
TXN-1367,user_200,622.13,SGD,India,travel,0.46,2024-01-10 12:48:25,withdrawal,Transaction 367,ACC5673334892,ACC7617069044
TXN-1368,user_101,4169.48,SGD,India,healthcare,0.39,2024-01-10 15:01:57,deposit,Transaction 368,ACC9702471658,ACC9634497898
TXN-1369,user_090,8600.81,INR,India,entertainment,0.83,2024-01-10 12:15:56,withdrawal,Transaction 369,ACC6385025013,ACC5009167247
TXN-1370,user_011,105.1,SGD,India,business,0.59,2024-01-10 12:56:34,transfer,Transaction 370,ACC8044539230,ACC3853477034
TXN-1371,user_183,238.38,USD,India,automobile,0.29,2024-01-10 13:37:20,withdrawal,Transaction 371,ACC5253116781,ACC2160115060
TXN-1372,user_006,9780.11,USD,India,grocery,0.13,2024-01-10 11:44:41,withdrawal,Transaction 372,ACC2288529162,ACC9975951208
TXN-1373,user_184,459.29,AED,USA,travel,0.12,2024-01-10 12:44:55,payment,Transaction 373,ACC7415103597,ACC4148736793
TXN-1374,user_093,6952.36,GBP,USA,business,0.29,2024-01-10 12:37:16,deposit,Transaction 374,ACC9251489756,ACC3998821551
TXN-1375,user_122,123.36,EUR,UK,crypto_exchange,0.16,2024-01-10 17:48:13,transfer,Transaction 375,ACC5539110480,ACC4789051079
TXN-1376,user_134,6315.8,EUR,India,travel,0.32,2024-01-10 18:25:17,transfer,Transaction 376,ACC1238693556,ACC5416616279
TXN-1377,user_026,7293.42,SGD,India,entertainment,0.14,2024-01-10 09:38:09,withdrawal,Transaction 377,ACC3247054755,ACC2204282186
TXN-1378,user_150,2411.03,INR,USA,investment,0.39,2024-01-10 09:04:50,payment,Transaction 378,ACC8933193141,ACC7571176330
TXN-1379,user_138,25588.35,GBP,Singapore,healthcare,0.17,2024-01-10 14:45:47,payment,Transaction 379,ACC8089351392,ACC2205858789
TXN-1380,user_110,939.83,AED,USA,jewelry,0.31,2024-01-10 14:30:29,withdrawal,Transaction 380,ACC4958878761,ACC6962312000
TXN-1381,user_112,4128.64,GBP,India,utilities,0.39,2024-01-10 13:05:40,payment,Transaction 381,ACC7151512894,ACC2658266930
TXN-1382,user_183,5135.98,EUR,India,automobile,0.26,2024-01-10 11:16:00,deposit,Transaction 382,ACC8800610274,ACC8445754797
TXN-1383,user_170,510.26,AED,Germany,jewelry,0.28,2024-01-10 11:23:04,withdrawal,Transaction 383,ACC2369710582,ACC5325307174
TXN-1384,user_129,863.13,USD,India,education,0.58,2024-01-10 17:24:38,payment,Transaction 384,ACC3421505745,ACC9997747312
TXN-1385,user_105,5068.01,EUR,UK,business,0.84,2024-01-10 12:55:51,payment,Transaction 385,ACC5377067172,ACC5106817966
TXN-1386,user_062,600.21,INR,India,education,0.12,2024-01-10 16:12:08,deposit,Transaction 386,ACC1996139529,ACC4353591611
TXN-1387,user_088,1193.43,GBP,India,grocery,0.32,2024-01-10 18:06:07,deposit,Transaction 387,ACC9604457566,ACC3597327569
TXN-1388,user_144,139269.53,USD,USA,crypto_exchange,0.41,2024-01-10 09:55:54,deposit,Transaction 388,ACC2987077519,ACC4658305739
TXN-1389,user_170,6812.07,AED,UK,crypto_exchange,0.28,2024-01-10 18:12:26,deposit,Transaction 389,ACC3780869280,ACC5957939768
TXN-1390,user_034,9824.63,SGD,India,real_estate,1.07,2024-01-10 09:31:02,deposit,Transaction 390,ACC2417876768,ACC5160599480
TXN-1391,user_125,931.26,EUR,India,jewelry,0.32,2024-01-10 14:26:35,transfer,Transaction 391,ACC2288455702,ACC1751983601
TXN-1392,user_053,2767.36,SGD,India,entertainment,0.22,2024-01-10 09:30:29,payment,Transaction 392,ACC5653929437,ACC5208917841
TXN-1393,user_061,7571.86,USD,UK,online,0.42,2024-01-10 09:25:47,deposit,Transaction 393,ACC6757050315,ACC1398097590
TXN-1394,user_144,4330.0,USD,India,healthcare,0.32,2024-01-10 11:31:51,deposit,Transaction 394,ACC5296962783,ACC8893090318
TXN-1395,user_010,5465.67,EUR,USA,utilities,0.2,2024-01-10 15:03:48,deposit,Transaction 395,ACC1249015199,ACC9430972611
